ICIS_FACILITY_INTEREST_ID,NPDES_ID,FACILITY_UIN,FACILITY_TYPE_CODE,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,CITY,COUNTY_CODE,STATE_CODE,ZIP,GEOCODE_LATITUDE,GEOCODE_LONGITUDE,IMPAIRED_WATERS
5648866,NMU000353,110014333284.0,,WESTERN TRAILS ESTATES,COORS BLVD NW & WESTERN TRAILS,,ALBUQUERQUE,NM001,NM,00000,35.0078,-106.71677,
3405825,MD0001881,110064605271.0,POF,"BTR HAMPSTEAD, LLC.",626 HANOVER PIKE,CARROLL COUNTY,HAMPSTEAD,MD013,MD,21074,39.589805,-76.844806,303(D) Listed
3425405,AKG370337,110008998335.0,POF,JAMES WICKEN / GOLD CREEK,T31N R10W S15,KOYUKUK MINING DISTRICT,UNKNOWN,AK290,AK,00000,67.516667,-149.75,
3424368,AKG376063,110012813893.0,POF,JAMES S NEWBY / SEATTLE CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3424369,AKG376064,110012813900.0,POF,JAMES S NEWBY / BEAR CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3424370,AKG376065,110012813919.0,POF,JAMES S NEWBY / NO NAME CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3424371,AKG376066,110012813928.0,POF,JAMES S NEWBY / PETERS CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
400000033,PAG048510,110010998368.0,POF,ROBERT CHENEY,145 GRANGE ROAD,,NEW WILMINGTON,PA085,PA,161422123,41.125,-80.375,303(D) Listed
3425021,AKG375375,110012758079.0,POF,"SCOTT KILLIAN, KRIS KOVACH / DAVIS CREEK",UNKNOWN,BONNIFIELD MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3425022,AKG375377,110012758097.0,POF,"SCOTT KILLIAN, KRIS KOVACH / FOX CREEK",UNKNOWN,BONNIFIELD MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3425023,AKG375379,110012758113.0,POF,"SCOTT KILLIAN, KRIS KOVACH / PLAT CREEK",UNKNOWN,BONNIFIELD MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3425024,AKG375380,110013666023.0,POF,"SCOTT KILLIAN, KRIS KOVACH / THISTLE CREEK",UNKNOWN,BONNIFIELD MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3425027,AKG375385,110013743299.0,POF,NEWTON A KING JR / GRANITE CREEK,UNKNOWN,WILLOW CREEK MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3425028,AKG375386,110013743306.0,POF,NEWTON A KING JR / CHICKALOON RIVER,UNKNOWN,WILLOW CREEK MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3425029,AKG375388,110010113359.0,POF,"CHERYL JONG, KRIS BUSK & ELIZABETH RIFFEY / WASHINGTON CREEK","T4N R30W S20-23,26,35,1,12",KOUGAROK MINING DISTRICT,UNKNOWN,AK180,AK,00000,65.733333,-164.833333,
6713904,NMU001417,110017849701.0,,FRANK'S SEPTIC,LOCATED-P&R LIQUID WASTE DISP.,"SECTION 10, T5N R1E",VALENCIA COUNTY,NM061,NM,87002,,,
6713905,NMU001419,110017889123.0,,"DURAN SAND & GRAVEL, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
6713906,NMU001420,110017885001.0,,NM HWY 14 PROJECT (TPA-TPM),NM 14 MILE MARKER 31.4,,CERRILLOS,NM049,NM,00000,35.38787,-106.16624,
6713907,NMU001421,110007977083.0,,CUMMINS BURNER FUEL,115 MICHIGAN,,BLOOMFIELD,NM045,NM,87413,36.753028,-107.979292,
6713931,NYU300150,110017889249.0,,178-01 LIBERTY AVENUE,UNKNOWN,,JAMAICA,NY081,NY,11433,40.70549,-73.782074,
3376890,ID0024490,110039886371.0,CTG,"CULDESAC, CITY OF - CULDESAC WWTP",7 NORTH MAIN,,CULDESAC,ID069,ID,83524,46.3741,-116.6807,
2600019274,LAR10H180,110044275637.0,,LAKESIDE ON LONG LAKE,106 WATERS EDGE DR.,BILL BLACK BUILDER LLC,SHREVEPORT,LA017,LA,71105,32.357409,-93.687204,303(D) Listed
2600019374,MOG970050,110044254847.0,POF,ASSOCIATED REDI-MIX,THICKET ROAD AND ZORA,,JOPLIN,MO097,MO,64801,37.114792,-94.534177,
2600019375,MOR100008,110042817388.0,MWD,ST. LOUIS COUNTY GOVERNMENT,1050 NORTH LINDBERGH,,ST. LOUIS,MO189,MO,63132,38.6483021,-90.339913,303(D) Listed
3368758,MOR80F026,110006731554.0,STF,JEFFERSON CITY ARMY AVIATION SUPPORT FAC,1225 COOPER DR,,JEFFERSON CITY,MO027,MO,65109,38.5919134,-92.148617,
3375951,IL0028061,110018288912.0,MWD,MWRDGC CALUMET WRP,400 EAST 130TH STREET,,CHICAGO,IL031,IL,60628,41.6625,-87.61,303(D) Listed
3375960,IL0028282,110009387724.0,MWD,"CRYSTAL LAKE WWTP #2, CITY OF ",1100 COVENTRY LANE,,CRYSTAL LAKE,IL111,IL,60014,42.210278,-88.336111,303(D) Listed
2600019380,MOR101863,110044254892.0,POF,PSF VALLEY VIEW FINISHING SITE,HYATT DRIVE  AND HOMESTEAD ROAD,,GREENCASTLE,MO211,MO,63544,40.21109,-92.92147,
7335232,AKG520014,110045685923.0,POF,PETER PAN SEAFOODS INC,1 MILE NE ENTRANCE POINT ON PORT MOLLER BAY,PORT MOLLER FACILITY,PORT MOLLER,AK020,AK,99695,55.979167,-160.513333,
7335233,AKG570003,110002450623.0,FDF,CAPE NEWENHAM WWTP,UNKNOWN,ARCTEC ALASKA,BETHEL,AK050,AK,99559,58.641111,-162.055111,
7335234,AKG570004,110014414188.0,FDF,OLIKTOK LRRS WWTF,UNKNOWN,POUCH 340099,PRUDHOE BAY,AK185,AK,99734,70.5,-149.868333,
400000035,PAL021601,110000944499.0,MWD,HAMBURG BORO,61 NORTH THIRD STREET,,HAMBURG,PA011,PA,19626,40.556007,-75.984323,
7419738,HIF001171,110020735720.0,,WAIKAPU SANITARY LANDFILL,925 CEDAR ST,,WAIKAPU,HI009,HI,96793,21.287733,-157.84408,
7419739,HIF001172,110028073288.0,,CENTRAL MAUI SANI LANDFILL,925 CEDAR ST,,PUUNENE,HI009,HI,96784,,,
7419740,HIF001173,110020734874.0,,CENTRAL MAUI SANI LANDFILL,99-1260 IWAENA ST,,PUUNENE,HI009,HI,96784,21.380278,-157.907777,303(D) Listed
7419741,HIF001174,110010676740.0,,FRESH START BAKERY,94-071 LEONUI ST,,AIEA,HI003,HI,967013528,21.376594,-158.023204,
7416929,AKG370644,110020738567.0,POF,PAUL SAYER / ESTER CREEK & LITTLE CREEK,UNKNOWN,HOMER MINING DISTRICT,UNKNOWN,,AK,00000,,,
7416930,AKG370665,110020837264.0,POF,OWEN YOUNGER CREEK MINE SITE,T26N R22E S11,FORTYMILE MINING DISTRICT,UNKNOWN,AK240,AK,00000,64.81294,-147.528466,
7416931,AKG520540,110020738576.0,POF,DEEP CREEK CUSTOM PACKING INC,MILE 137 STERLING HIGHWAY,NINILCHIK PLANT,NINILCHIK,AK122,AK,99639,60.05,-151.667222,
7416932,AKG520541,110020738585.0,POF,DUTCH HARBOR ACQUISITIONS (DBA)BERING FISHERIES,116 GILLMAN ROAD,,DUTCH HARBOR,AK016,AK,99692,53.683889,-166.556389,
7416933,AKG570026,110020738594.0,MWD,GULKANA WWTF,GULKANA VILLAGE,MILE 127 RICHARDSON HWY,GULKANA,,AK,99586,61.13621,-146.35377,
5648558,MOR109949,110014441513.0,,SUMMIT POINT LC,HWY Z & OLD HWY Z,,WENTZVILLE,MO183,MO,63385,,,
3425121,AKG375196,110012682436.0,POF,CRIS FRY / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425122,AKG375198,110012682454.0,POF,TED GARSKE / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425123,AKG375199,110012682463.0,POF,TED GARSKE / STEESE HIGHWAY,UNKNOWN,FAIRBANKS/CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3425124,AKG375200,110012682472.0,POF,TED GARSKE / DALTON HIGHWAY LIST,UNKNOWN,TOLOVANA/KOYUKUK MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3425125,AKG375201,110012682481.0,POF,TED GARSKE / FORTYMILE AREA,UNKNOWN,FORTYMILE MINING DISTRICT,UNKNOWN,AK240,AK,00000,,,
3425126,AKG375203,110012682506.0,POF,TED GARSKE / AMERICAN CREEK,UNKNOWN,EAGLE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425128,AKG375207,110012682533.0,POF,MYLES & BERNICE GIBSON / PEDRO CREEK,UNKNOWN,FAIRBANKS MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3425131,AKG375210,110012687164.0,POF,"DAN GIVENS, BILL DUNHAM & MIKE BUBERGE / TROUT CREEK",UNKNOWN,RAMPART MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3425132,AKG375212,110012682579.0,POF,"DAN GIVENS, BILL DUNHAM, MIKE BUBERGE / DALTON HIGHWAY LIST",UNKNOWN,TOLOVANA/KOYUKUK MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3425135,AKG375215,110012682597.0,POF,CARL GLASS / FORTYMILE AREA,UNKNOWN,FORTYMILE MINING DISTRICT,UNKNOWN,AK240,AK,00000,,,
3405731,MDG766085,110012658793.0,POF,MAGOTHY MARINA,360 MAGOTHY ROAD,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21146,39.071151,-76.517406,303(D) Listed
3405732,MDG766086,110012669601.0,POF,MARINERS POINT,40 GEORGETOWN ROAD,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21403,38.949462,-76.488473,303(D) Listed
3405735,MDG766090,110019909134.0,POF,SOUTHDOWN SHORES COMM. POOL,3334 LOCUST STREET,ANNE ARUNDEL COUNTY,EDGEWATER,MD035,MD,21037,38.938117,-76.571351,303(D) Listed
3405738,MDG766093,110012669371.0,POF,SOUTH RIVER CONDOMINIUM,930 ASTERN WAY,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21403,38.974276,-76.589932,303(D) Listed
3405739,MDG766094,110019909152.0,POF,TIDEWATER COLONY OPEN SPACE,2002 PEGGY STEWARD WAY,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21401,38.994112,-76.52163,303(D) Listed
3405742,MDG766097,110012669406.0,POF,SAEFREN SADDLE/YACHT CLUB POOL,1681 NORTH HARBOR COURT,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21401,39.014551,-76.542023,
3424800,AKG375755,110010113126.0,POF,TOM STERNBERG / QUARTZ CREEK,"T5N R2W S9,10",HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
7420016,HIU000328,110020737041.0,,THE PENINSULA AT HAWAII KAI,UNKNOWN,,HONOLULU,HI003,HI,00000,21.287197,-157.697131,
7420017,HIU000329,110020737050.0,,TRANS HAWAIIAN COMPANY,UNKNOWN,,HONOLULU,HI003,HI,00000,21.316267,-157.870273,
3425078,AKG375143,110012687280.0,POF,PEYTON DUNHAM / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425081,AKG375146,110012687299.0,POF,PEYTON DUNHAM / BILLY CREEK,UNKNOWN,VALDEZ CREEK MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425082,AKG375147,110012683042.0,POF,PEYTON DUNHAM / CARIBOU CREEK,UNKNOWN,NELCHINA MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425083,AKG375148,110012683051.0,POF,PEYTON DUNHAM / STEESE HIGHWAY LIST,UNKNOWN,FAIRBANKS/CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
7419361,HIF000794,110020739441.0,,KUHIO HIGHWAY RESURFACING,94-230 PAIWA ST,,WAIPAHU,HI003,HI,00000,21.310435,-157.860495,
7419362,HIF000795,110020720969.0,,WAIALE WATER SYSTEM IMPROVEME,POHAKULOA TRAINING AREA,"36 MILE MARKER, SADDLE RD",HONOLULU,HI003,HI,96816,,,
7419363,HIF000796,110020721030.0,,PARKER RANCH KAMUELA,NOKING ST AND HOUGHTAILING ST,,KAMUELA,HI001,HI,96743,,,
7419364,HIF000797,110028076258.0,,KIHEI BIKEWAY AT PIILANI NORT,FORD ISLAND,,UNKNOWN,HI009,HI,00000,,,
7419365,HIF000798,110020721067.0,,IOKEPA ESTATES SUBDIVISION,4970 PEPELANI LOOP,,KAILUA-KONA,HI001,HI,96740,,,
7419366,HIF000799,110028076267.0,,KAWENA STREET SUBDIVISION,94-1450 MOANIANI ST,,KAILUA-KONA,HI001,HI,96740,,,
3281859,AKG375652,110012682249.0,POF,THOMAS ELAM / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3313881,PR0023248,110001659919.0,POF,"HERSHEY PUERTO RICO, INC.","ROUTE NO 30, KM 21.2",,LAS PIEDRAS,PR085,PR,00771,18.183056,-65.84,303(D) Listed
3313885,PR0023752,110007817041.0,STF,PRASA CAROLINA WWTP,"ROAD 187, BARRIO TORRECILLA",ALTA,SAN JUAN,PR087,PR,00672,18.4427,-66.013,
3282105,AKG520094,110010112975.0,POF,M/V GOLDEN ALASKA (651041),UNKNOWN,"M/V GOLDEN ALASKA, USCG NO. 651041",UNKNOWN,,AK,99692,,,
3282109,AKG520120,110009058465.0,POF,WOODBINE ALASKA FISH COMPANY,500 FEET SOUTH OF EGEGIK RIVER,F: WOODBINE (647243),EGEGIK,AK164,AK,99579,58.215098,-157.375878,
3282111,AKG520168,110010112822.0,COR,ALASKA GENERAL SEAFOODS INC,2ND AVENUE,NAKNEK PLANT,NAKNEK,AK060,AK,99633,50.729167,-156.994444,
3282113,AKG520205,110009059080.0,POF,F: ALASKA VOYAGER (536484),UNKNOWN,F.C.A. HOLDINGS INC,UNKNOWN,,AK,00000,,,
3291609,DCU000037,110010584689.0,POF,JAMES CREEK MARINA,UNKNOWN,,,DC001,DC,00000,38.86465,-77.013675,
3291610,DCU000039,110010768044.0,POF,BFI CONSOLIDATE INDUSTRIAL,UNKNOWN,,,DC001,DC,00000,38.919167,-76.988245,303(D) Listed
3291611,DCU000042,110011367715.0,POF,BUZZARD'S POINT MARINA,UNKNOWN,,,DC001,DC,00000,38.919295,-77.012406,
3291612,DCU000045,110011367742.0,POF,HARLIN BROTHERS,UNKNOWN,,,DC001,DC,00000,38.867876,-76.988961,
3291613,DCU000048,110011367779.0,POF,RIVERSIDE CARWASH/AUTO DETAILI,UNKNOWN,,,DC001,DC,00000,38.866455,-76.989049,
3403420,CA0037575,110064252829.0,MWD,SOSCOL WRF,1515 SOSCOL FERRY RD,NAPA SD WWTP 935 HARTLE COURT,NAPA,CA055,CA,94558,38.281222,-122.281611,303(D) Listed
3406101,MAP250171,110064644933.0,POF,ROCHE BROTHERS BARREL & DRUM,UNKNOWN,,UNKNOWN,MA017,MA,00000,42.62633,-71.278807,
3406128,MAR00A001,110000310182.0,POF,EASTERN TOOL & STAMPING CO INC,UNKNOWN,,SAUGUS,MA009,MA,00000,42.451215,-70.98383,303(D) Listed
3406129,MAR00A251,110001938618.0,,ROSENFELD CONCRETE,UNKNOWN,,HOPEDALE,MA027,MA,00000,42.110745,-71.513659,
3406130,MAR00A287,110001939136.0,POF,KEN FOODS INC,1 D'ANGELO DRIVE,,MARLBORO,MA017,MA,01752,42.317221,-71.58148,
7419220,HIF000653,110020724634.0,,CONSTRUCT GRASSED PARACHUTE,PALAILAI INTERCHANGE RECONS,,WAIMANALO,HI003,HI,96744,21.3503,-158.09051,
7419223,HIF000656,110020724661.0,,KOHALA MOUNTAIN ROAD RESURFAC,UNKNOWN,,NORTH KOHALA,HI001,HI,00000,20.11461,-155.78782,
7419224,HIF000657,110020724670.0,,KAKAAKO COMMUNITY DEVELOPMENT,UNKNOWN,,HONOLULU,HI003,HI,96813,21.3034,-157.8591,
7419225,HIF000658,110020735034.0,,KAHALA NUI SENIOR LIVING COMM,TMK:   2 2-1-23: 002,,HONOLULU,HI003,HI,96821,21.35687,-157.89893,303(D) Listed
7419226,HIF000659,110020724689.0,,"EWA MILL SITE CLEANUP, REMEDI",UNKNOWN,,EWA,HI003,HI,96706,,,
3406024,MD0000311,110000867214.0,POF,GRACE DAVISON-CURTIS BAY,5500 CHEMICAL ROAD,,BALTIMORE,MD510,MD,21226,39.21483,-76.569685,303(D) Listed
3406026,MD0000426,110000867018.0,POF,"ATOTECH USA, INC.",1900 CHESAPEAKE AVE,BALTIMORE CITY,BALTIMORE,MD510,MD,21226,39.239167,-76.573889,303(D) Listed
3425175,AKG375097,110012683621.0,POF,FLEM O COCHRAN / PORCUPINE CREEK,UNKNOWN,CHISTOCHINA MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425176,AKG375098,110012687468.0,POF,FLEM O COCHRAN / QUARTZ CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425177,AKG375099,110012683630.0,POF,FLEM O COCHRAN / REDMAN CREEK,UNKNOWN,SEWARD MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425180,AKG375102,110012683738.0,POF,FLEM O COCHRAN / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425181,AKG375103,110012683747.0,POF,FLEM O COCHRAN / SLATE CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425182,AKG375104,110012683756.0,POF,FLEM O COCHRAN / SNOW RIVER,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425186,AKG375108,110012683195.0,POF,FLEM O COCHRAN / TRAIL CREEK TRIBUTARY,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425187,AKG375109,110013400211.0,POF,FLEM O COCHRAN / TWENTYMILE RIVER,UNKNOWN,ANCHORAGE MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
3406656,MA0000795,110028279271.0,POF,MASSACHUSETTS INST OF TECH,77 MASSACHUSETTS AVE,,CAMBRIDGE,MA017,MA,02139,42.356111,-71.096667,303(D) Listed
3406657,MA0000825,110024763237.0,POF,GLOBAL COMPANIES LLC, 140 LEE BURBANK HIGHWAY,,REVERE,MA025,MA,02151,42.3975,-71.010833,303(D) Listed
3406660,MA0001121,110064243723.0,POF,WYMAN GORDON COMPANY,ROUTE 122,,MILLBURY,MA027,MA,01527,42.23,-71.733611,
3391235,FLU909219,110020175870.0,,ALLIANCE DAIRIES,UNKNOWN,,UNKNOWN,FL041,FL,00000,29.576655,-82.855531,
5649553,UTU000095,110054108014.0,CTG,MT. PLEASANT CITY,115 W MAIN STREET,115 W MAIN STREET,MT. PLEASANT,UT039,UT,84647,39.546663,-111.45771,
5648868,NMU000355,110014439731.0,,SALVADOR PEREZ PARK,ALTA VISTA ST.,,SANTA FE,NM049,NM,00000,35.67036,-105.95236,
5649549,UTU000091,110014331473.0,POF,MILLCREEK HOLLOW APARTMENTS,BNG PROPERTIES LLC,6526 S STATE STREET SUITE E,MURRAY,UT035,UT,84107,40.6581,-111.8833,303(D) Listed
5649550,UTU000092,110014331482.0,UNK,AURORA CITY,240 WEST 200 NORTH,240 WEST 200 NORTH,AURORA,UT041,UT,84620,38.9207,-111.9366,
5649551,UTU000093,110014327077.0,POF,HOLIDAY INN EXPRESS AND SUITES,1500 NORTH HIGHWAY 191,1500 NORTH HIGHWAY 191,MOAB,UT019,UT,84532,38.59309,-109.569651,303(D) Listed
5649552,UTU000094,110012286757.0,CTG,MANTI CITY,NORTH OF TOWN,50 S MAIN STREET,MANTI,UT039,UT,84642,39.1995,-111.6171,303(D) Listed
3358092,NMR00A298,110011031123.0,,"CARLSBAD, CITY OF",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358094,NMR00A383,110011031141.0,,HARBORLITE CORP,UNKNOWN,,TRES PIEDRAS,NM055,NM,00000,36.728611,-105.985555,
3358095,NMR00A384,110011031150.0,,UNIVERSITY OF CALIFORNIA,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358096,NMR00A419,110011031169.0,,ROSWELL READY MIX,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358097,NMR00A555,110011031178.0,,DICAPERAL MINERALS CORP,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358099,NMR00A677,110011031196.0,,"CERRILLOS GRAVEL PRODUCTS, INC",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358100,NMR00A691,110011031203.0,,"CRYSTAL MINING CORP., COPPER",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358101,NMR00A696,110011031212.0,,"WESTERN MOBILE, BLOOMFIELD",UNKNOWN,,UNKNOWN,,NM,00000,,,
3406247,MAG250956,110002478239.0,POF,"CRANE & CO, INC. BYRON WESTON",800 MAIN STREET,,DALTON,MA003,MA,01226,42.472778,-73.156667,303(D) Listed
3406249,MAG250960,110000308131.0,POF,CHEMIPLASTICA (BI-QEM),238 NONOTUCK STREET,,FLORENCE,MA015,MA,01062,42.329444,-72.675,303(D) Listed
3406251,MAG250965,110000498177.0,POF,WAKEFIELD CORPORATION,29 FOUNDRY STREET,,WAKEFIELD,MA017,MA,01880,42.490278,-71.067222,
3406255,MAG640001,110009919035.0,MWD,WESTFIELD W T P - SOUTHWICK,RESERVOIR ROAD,,SOUTHWICK,MA013,MA,01077,42.097222,-72.802778,303(D) Listed
3406256,MAG640003,110009918768.0,MWD,GRAVELLY POND WTP,OFF PINE ST,,HAMILTON,MA009,MA,01936,42.595833,-70.808333,
3406258,MAG640006,110009918795.0,MWD,ROBERT J WALSH WTP - PEABODY,50 COOLIDGE AVE.,SPRING POND,PEABODY,MA009,MA,01960,42.509687,-70.9446,
3406260,MAG640009,110009918811.0,MWD,MYERS AVENUE W T P,MYERS AVENUE,,ABINGTON,MA023,MA,02351,42.098889,-70.939444,303(D) Listed
3406261,MAG640010,110006744951.0,MWD,HINGHAM STREET W T P,835 HINGHAM ST,,ROCKLAND,MA023,MA,02370,42.158333,-70.899444,
3406262,MA0101281,110001947163.0,MWD,WEST FITCHBURG WWTF,101 PRINCETON RD,ROUTE 31,FITCHBURG,MA027,MA,01420,42.560278,-72.845833,
3405743,MDG766098,110012669415.0,POF,BAYSIDE CONDOMINIUM,101 AUKLAND WAY,QUEEN ANNE'S COUNTY,CHESTER,MD035,MD,21619,38.985304,-76.287194,
3358290,NML000002,110064638815.0,CTG,"CLOVIS, CITY OF",UNKNOWN,,UNKNOWN,NM009,NM,00000,,,
3358291,NML000003,110011031757.0,CTG,"HOBBS, CITY OF",200 EAST BROADWAY,300 NORTH TURNER STREET,HOBBS,NM025,NM,88240,32.7008,-103.13496,
3358292,NML000005,110064612307.0,,SILVA'S SEPTIC SERVICE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358297,NMR00A007,110000472391.0,,ACADEMY CORP,UNKNOWN,,ALBUQUERQUE,NM001,NM,00000,35.158242,-106.59842,
3358299,NMR00A066,110011030972.0,,HANOVER TAILINGS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358300,NMR00A084,110011030981.0,,"ROWLAND TRUCKING CO., INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
7419069,HIF000502,110020729513.0,,ILALO STREET IMPROVEMENTS,ILALO ST,,HONOLULU,HI003,HI,96813,21.29512,-157.86164,303(D) Listed
7419070,HIF000503,110028073910.0,,NIMITZ HIGHWAY REHABILITATION,ALONG NIMITZ HWY,SUMNER ST AND QUEEN ST,UNKNOWN,HI003,HI,00000,,,
7419071,HIF000504,110020729568.0,,ALA MOANA SHOPPING CENTER,ALA MOANA SHOPPING CENTER,,HONOLULU,HI003,HI,96814,,,
7335237,AKG570021,110056402879.0,MWD,"NAKNEK, CITY OF",1 ALASKA PENNINSULA HIGHWAY,NAKNEK WWTF,NAKNEK,AK060,AK,99633,58.72363,-157.05098,
7335238,AKG570022,110028071217.0,MWD,"SCAMMON BAY, CITY OF",111 FRONT STREET,SCAMMON BAY WWTF,SCAMMON BAY,AK270,AK,99662,61.50559,-165.34931,
7335239,AKG570023,110020435867.0,CTG,"KOYUK, CITY OF",3RD AVENUE AND BIRCH STREET,KOYUK SEWAGE LAGOON,KOYUK,AK180,AK,99753,64.5077,-165.4377,
6442122,IN0061999,110000613257.0,POF,GARY CHICAGO AIRPORT,6001 W INDUSTRIAL HWY,,GARY,IN089,IN,46406,41.621222,-87.410639,303(D) Listed
6442123,ING080200,110017378069.0,POF,HOP N STOP MINI MART,524 W US 30,,VALPARAISO,IN127,IN,46368,41.470194,-87.167306,
6442124,ING250079,110017378103.0,POF,AIT LABORATORIES,2265 EXECUTIVE DR STE A,,INDIANAPOLIS,IN097,IN,46241,39.734361,-86.253667,303(D) Listed
6442126,ING490088,110017375883.0,POF,IMI KEWANNA,100 S 600 W,,KEWANNA,IN049,IN,46939,41.052194,-86.357056,303(D) Listed
6442105,GMG290283,110017376588.0,,"CAPCO OFFSHORE OF TEXAS, INC.","251 O'CONNOR RIDGE BLVD., SUITE 265",,IRVING,TX113,TX,75038,32.86686,-96.95114,
8005700,UTR000267,110023141893.0,POF,"TIRE DISPOSAL & RECYLING, INC",800 WEST 985 SOUTH,800 WEST 985 SOUTH,SALT LAKE CITY,UT035,UT,841041506,40.74768,111.84811,303(D) Listed
3313986,PRU080027,110010812371.0,,VALLE DE SAN LUIS,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313987,PRU080030,110010955859.0,,TOYS R US & KIDS R US,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313989,PRU080036,110010955895.0,,COMMERCIAL PROPERTIES DEVELOP.,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313990,PRU080040,110010710515.0,,MASSO CONCRETE BLOCKS,UNKNOWN,,GURABO,PR063,PR,00000,18.246154,-66.002236,303(D) Listed
3405261,MDL021741,110056024252.0,MWD,WESTERN BRANCH WWTP,6600 CRAIN HIGHWAY,PRINCE GEORGE COUNTY,UPPER MARLBORO,MD033,MD,20772,38.792059,-76.719133,303(D) Listed
3360737,NH0000338,110043479615.0,POF,GORHAM HYDRO STATION,ROUTE 2,,GORHAM,NH007,NH,03581,44.448026,-71.193345,
3360738,NH0000370,110020824303.0,POF,EASTMAN FALLS HYDRO STATION,NORTH MAIN STRET,,FRANKLIN,NH013,NH,03235,43.448111,-71.659389,
3346597,PA0026913,110001062983.0,COR,MCKEESPORT STP,100 ATLANTIC AVE,,MCKEESPORT,PA003,PA,15132-3807,40.353056,-79.871944,303(D) Listed
3358276,NMG010033,110011031597.0,,BRIGHT STAR DAIRY,13520 S STERN  ROAD,,MESQUITE,NM013,NM,88048,32.1573697,-106.659863,
3358277,NMG010034,110011031604.0,,"FIVE STATES LIVESTOCK AUCTION,",UNKNOWN,,CLAYTON,NM059,NM,00000,36.463889,-103.192222,
3289779,MDL021831,110000554999.0,MWD,WESTMINISTER WWTP,1161 OLD NEW WINDSOR ROAD,CARROLL COUNTY,WESTMINISTER,MD013,MD,21158,39.559167,-77.039444,
3289782,MDL023957,110000713283.0,MWD,MARYLAND CORRECTIONAL INSTI,ROXBURY ROAD*,WASHINGTON COUNTY,HAGERSTOWN,MD043,MD,00000,39.555833,-77.708889,
